feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
45.949904941357914,56.55671264815653,49.011593899894905,50.298777868126265,14.521175653423166,42.60173822092187,61.81311116495635,69.32203922907338,57.381922641749796,24.847496261983267,306.1468593103146
33.15130107236855,66.17990119893189,45.8735518513604,44.60341347888455,57.35059571034631,50.499293844966786,84.03492372792584,34.19026578633038,49.59062192346257,41.959557336541266,653.9465688403918
50.46185984778696,33.710506974530844,39.214926685362784,54.61023181166909,49.18929379092356,77.6989160753934,33.62255296448714,39.83619808237182,48.25393514729843,57.395035631798905,858.1126972656261
50.25869604069414,41.3314836128709,33.86030748191363,36.148093634538654,58.81798910248129,54.31271869150884,59.441967327772936,40.26198943369917,60.22367587744766,50.359900765703046,672.360843908919
19.74053199265254,35.04207523899631,48.32301479525889,36.88256545859115,35.45988076599318,46.05806214865898,25.86138350171771,27.652815008051274,52.98741161696352,37.07005878951934,350.81448386087254
49.502745202604075,31.91024060317695,52.75141167892809,42.32195923404656,56.338585066936844,32.89687147847147,56.28214154968356,44.98209411594107,37.559859722007936,47.09050177778872,547.29054885905
54.69214037705993,40.269414529178604,33.561521951113775,44.758782982457795,46.358423364018904,28.619276500493466,37.55816055405355,22.26878401724987,36.50171495732706,59.875399624926914,417.6229249262692
48.195219968107786,52.163067792893294,57.445590165147934,51.04970098656673,60.92541271511206,54.29734592950158,22.276665732010624,26.866694326259317,53.581313990889036,44.70118623189682,776.1486721072124
46.03577745437563,48.274737951401875,57.98687136758445,66.14620413442263,34.873416759903975,59.21255791531761,34.29615810164559,52.71026568428415,76.0424399031123,76.55865757638726,696.2377347281625
41.35169986793994,48.32079261670372,54.25943733053711,49.20568930265358,49.623476826542415,67.9267185520652,48.426246112263236,48.77950716239333,44.346945675506134,39.39715514773197,762.3000985186807
37.20836147319134,18.065934979277927,48.63450103954718,45.50000912534423,28.48074461681168,30.78033226699005,48.46531072218132,71.80076633954451,57.28521175633793,26.96760088097523,310.4825298187213
25.7386086689327,48.15119419116674,72.27874381756071,40.859223305603045,51.38594301842707,34.38103288492657,44.64085066644701,39.76067778708568,43.416720271559676,49.32081064968059,471.07327426527183
37.603690060330386,66.89119129961298,42.09600528427955,45.22856778545187,47.19055708414048,38.02992689047356,61.076612717026144,37.9815173800046,35.641696844400755,8.321083013426902,484.74044902195055
43.19594893790494,48.84488106624674,38.3938044821331,26.246806018497367,70.98711634652271,35.38677352546204,62.44236458473173,34.43713699176583,45.22329991514747,45.4587676280642,572.2357128224788
56.36110256176187,28.145093964639734,34.78261273851585,57.948603577022375,72.14637716686723,64.79991480919101,66.7791433942894,32.6910402895405,51.518224495110154,20.616680747543512,1000.0
51.74635134281693,55.2969930084054,45.13268556439486,49.51856154881878,60.535958573929186,27.692685199502993,46.109726793274326,48.617924946574746,30.45124268001051,46.089459474381385,595.4097325603785
42.59368410303601,50.32448601862135,58.594166096684376,66.52328957783459,38.61729275482594,38.384516078607824,52.925505949080595,50.724281148685776,34.29340482323806,38.22254839623905,569.7488809052024
56.84099170764464,37.70750001932798,31.727253818968343,65.46465205057474,76.56785820649561,25.929187770800887,38.593066495805154,32.871162526487396,53.9628568486635,47.094999377323596,820.0833228649714
38.32174749981828,70.4265907179984,27.640799418805763,35.76154592158953,54.232843607928515,25.836007129966127,69.6042362873539,60.47754825282695,23.747370231428235,16.342516538969665,419.6378739762422
34.518565058552866,36.4806672406981,38.995242245139636,52.8087854035818,40.975001174782406,57.89432211987211,51.39906473113987,44.07289842030009,28.770387220448114,70.57685939651246,608.7267416942167
23.214546838411028,43.68323041761205,30.640643768822034,45.76418910201621,54.47022708378879,46.35252996649166,52.94201851094231,37.241228539161604,39.34595896042804,47.38600966809005,582.5647092488035
37.57583807720091,70.65222444071372,45.19705917748196,81.7783032781521,35.77800018729671,44.336170831078654,71.23931112278427,47.410173513818904,61.890913307449566,36.852279576913475,669.2252496040296
34.54741032673259,43.91712621203738,31.740384704584972,72.22008290099171,38.48395987625703,64.65588021186741,61.11445690917431,52.336288541878176,68.14850244647158,46.475793569046566,769.0226900084841
21.83257634109633,46.723792692242284,57.2940314907875,43.462925707523716,22.362713979210554,39.67277606436402,27.434295020977455,67.25145821659129,31.423221486230013,27.50643870812323,269.9890152339843
71.75393676368942,45.350194294165505,45.88662487346216,41.89990329066594,46.52503972497576,30.09221572016522,43.65530643637216,61.57080757752513,81.96543701326877,48.48255804527691,499.3378550304327
54.91448602375457,55.92098418154114,47.23234686989793,49.636827555406086,47.511827989692705,29.824903319794117,48.84623534671007,44.90672673022679,80.16662330215888,52.47078073490472,509.97012625946235
55.86326553859854,40.40663948385533,42.302543509226304,38.29641276543757,55.74099833673093,52.58870194818396,51.95279474241303,29.7746816605598,28.462642570961865,55.712263316927036,638.786321416535
41.8130269499183,50.07778517282543,53.81766186075493,24.331499328629167,42.17975463364152,64.9583079652613,61.472271923939935,13.24141993462448,68.87843048984291,89.0914743480367,492.6009546804052
22.157630646061516,46.36809739077509,22.747746943471984,36.34964767621945,20.247892249201296,53.733671228605374,32.94264308084511,53.34970617781828,34.93104866037492,49.351429642586396,273.0470060876
23.831465853659427,41.15035671024425,34.6492028880423,30.715590435481516,67.5388008852797,52.36623037792679,28.33948907530336,46.65676431380806,32.729679849670546,57.15795356319556,660.0827337314648
34.004408327494446,37.35123185751776,63.70077503094874,56.22443758967163,47.344167986494874,54.294308434634445,42.840078778602006,37.79372345341301,45.39563401332495,53.40238716747275,673.1633012608171
54.509942559992496,44.66364462438074,52.36122888201309,30.59451930846342,55.755123852446594,52.491406386830896,24.336346207249985,33.60741720631976,42.5402460129151,33.75351024347945,602.0778180440662
47.49608557006329,11.522246238610089,39.31437102500116,57.54033777647697,19.054508484964416,36.49060878830967,56.40939745975518,36.08988024506026,39.4006818093754,23.362909356643495,308.61603111072736
47.05756773745044,56.8498829822972,62.01549110095183,34.15628779555887,28.574556828260988,75.18544537468364,54.5476950542229,54.07985618619789,31.509026317971784,54.48812791426477,542.2555076369272
63.25561421200378,70.39101503465022,30.035126103704922,40.85960281576456,34.72583956187168,40.45428456576833,63.61464870163777,16.46288835857851,25.849393115337676,58.879989028562676,372.11846499400076
44.80672070355547,31.09705922272643,44.18152659597679,31.79506153799857,34.51360179540545,52.79552400496783,28.804479620582896,59.154360759066485,38.21553663013545,37.88579754315629,422.8109501285141
48.66486293062242,47.80898873061856,47.30047281934433,38.00886238636464,61.242880436763805,51.31666273547605,44.887542165313725,44.32696287712589,45.15975705788721,40.56464057186224,688.9598227532048
32.675986411484395,48.29579966838513,52.644288927362645,31.93395066940833,82.7974397101385,60.542850924585046,55.56213517272188,26.63635531301528,32.307144474159614,33.59049834583542,865.2412493437457
60.82463773804429,51.007609410113254,37.8114735680582,47.56466831658159,24.21878655863838,35.82107335744555,44.763428283115324,31.22007902039707,62.53615309013636,67.75855880445616,312.31489875184496
54.75036284352386,71.07708773706462,36.15556048446813,48.460517006030976,65.9907714566244,55.68468774690428,25.52146231135341,64.42656644384009,44.425319498682505,45.12418828659609,850.8291739216497
27.916319596178607,35.71466439319658,63.5491856825656,75.60508064722195,38.86430394183648,60.24433753937023,56.609840082094735,58.62884088887701,24.272591738493084,51.94653757561045,761.5834971288559
31.950747722501298,72.42826571200308,57.27837848612931,62.022323714247975,51.50900576949704,34.121587548533505,35.06528877532649,56.78534829136018,59.27042800040043,42.231177302865945,625.800972689886
43.056050174117054,58.230882669472315,49.454724897105486,66.08748233955474,24.74918602225041,48.460990741802675,60.709732520424055,39.491637208362214,60.235587593150576,46.85018152174404,502.7975171958625
42.75649266497453,50.02209537414915,58.371411023757325,37.38233747149195,35.92272575196368,57.666621248550584,54.56578545274079,38.7407225598575,50.72291258986564,57.14871901796458,490.66687676756004
48.450989028652955,59.54269833990966,49.29937483547799,51.44517475781974,52.35220516808563,21.689935007703433,59.98926002998798,31.898716315733587,60.197683694275575,69.16750201988712,480.8258882338833
74.73944373923868,55.36114247804031,32.08830356202237,42.18076804059323,64.98307946762203,59.38594566407049,20.898338004021035,70.43429667442557,54.78776332498592,60.61026974372884,868.2805084813216
57.47054023292313,42.82805828593707,53.82492383157091,53.158614879551614,34.45690002107315,66.01123107669285,37.176241726053014,29.76544732804832,10.848928204055815,50.92210049140663,631.9966682037553
40.95690893259565,44.92490835702741,7.6738199443988115,42.03096250582904,41.84584521588546,24.501334556515957,55.504290299985215,69.21750316749734,42.22617380495816,42.43492114521894,345.249180094094
45.517636022681785,41.15988130376061,34.05371499095782,46.7588447279792,43.61728881552741,36.14471456425864,37.743772604934456,33.04219558694351,59.43597079866774,51.511127666366754,460.201870694564
73.38586595811859,56.36841992132647,54.34782457835748,35.826645770918134,42.57539101155578,48.70662278430006,37.573294879616434,46.18736160274361,44.10684812671447,38.21210373926674,533.2740209005746
36.9062199771632,52.33554424023884,33.95703642537907,36.705393881449005,37.6447911825653,62.45115028761017,54.61234559337112,37.86003190861521,65.71429879391863,37.905902720789435,516.5499415624164
56.1000081199398,60.5919125285425,39.19691327078469,44.06004472602836,35.54304408332001,41.44578699035114,20.837713960484493,48.105951279256914,24.848402033381703,50.534060058081124,430.64757669907027
47.29046008283646,53.98343921298504,43.55064497125485,68.04743377328556,18.17281862189195,28.241502276055684,36.91243659228668,55.0239449953766,75.75840993163803,49.65125159803181,341.17375911783876
48.62772366237705,54.72386299984765,71.03121930461998,42.20595504726059,41.727763392950756,36.07673405565184,53.761640119076645,16.909115722569055,31.57101352306888,37.638691716754195,413.0601231216595
52.69216393004287,56.50835537018235,67.95152171014152,54.82036254822697,42.38977838699584,67.15954301885616,53.338426942889384,43.74123978508313,42.38954695512579,39.07236271494166,745.8091093790256
44.99301038214272,80.30121819739223,49.766514884196624,29.863908481792368,52.63207244842856,51.080880794047204,38.205114629131245,55.202811921469156,48.036652240813,36.70041986110846,565.9233497705853
50.78465660262748,41.475337955518235,46.917323892026346,45.185252738927694,57.276156106015804,67.74614868935264,17.672661856645195,67.37108393415699,8.761239616893409,46.98377031258278,825.4073472513159
