gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
male,group D,high school,free/reduced,none,0.61913658748746,0.56017119820294,0.5503436333221866
male,group E,some college,standard,none,0.6082912640315401,0.5863048328014844,0.5350031599313545
female,group B,high school,standard,none,0.561699618146058,0.6133501577456955,0.5552433006961033
male,group B,some high school,standard,none,0.6021574138833095,0.5687042242231256,0.5603409268080796
male,group D,some college,standard,completed,0.5199168199626767,0.615901463648094,0.5919053027267397
male,group D,master's degree,standard,none,0.5960838874231438,0.5960838874231438,0.5379293618208858
female,group A,bachelor's degree,standard,none,0.5848946930177215,0.5619576462327128,0.5848946930177215
male,group D,master's degree,standard,none,0.604157447120764,0.5702160175072379,0.5566394456618275
male,group C,some high school,free/reduced,completed,0.6972477168680749,0.48675784007771267,0.5262246919759056
male,group E,some college,free/reduced,completed,0.6494526919710063,0.5524080368489019,0.5225481429651775
female,group C,some college,standard,completed,0.5406748373104252,0.5839288242952593,0.6055558177876762
male,group D,bachelor's degree,free/reduced,completed,0.5619298838164011,0.5998981192094012,0.5695235308950011
male,group C,bachelor's degree,standard,none,0.6220755808570458,0.5898992577092677,0.5148211703644517
male,group B,some high school,standard,completed,0.6011242592877081,0.6364845098340438,0.4832567574665888
male,group E,high school,standard,none,0.6655808896159845,0.5229564132697021,0.5324647116927875
female,group C,associate's degree,standard,none,0.5314237136169695,0.5944739847240675,0.6034811663107958
male,group D,some college,standard,completed,0.6105508282163634,0.5245577538196925,0.5933522133370293
female,group D,some high school,standard,none,0.6008139802884651,0.56919219185223,0.5612867447431713
female,group C,some college,free/reduced,none,0.5520773704769403,0.5801491011791575,0.598863588313969
female,group E,some college,free/reduced,completed,0.4784790959856688,0.6265797685526615,0.6151874091244313
male,group A,high school,standard,none,0.666814909844324,0.5030358091808058,0.549829837941811
male,group D,some college,standard,none,0.6357976560965239,0.5274230556255256,0.5635479224491917
female,group C,some college,free/reduced,none,0.39551460591314075,0.701139528664204,0.593271908869711
male,group B,some high school,standard,none,0.6157460571163613,0.5877575999747084,0.5247835714059897
male,group C,associate's degree,free/reduced,none,0.6102646561865904,0.5684657071327144,0.5517461275111639
female,group D,bachelor's degree,standard,completed,0.5244753192474385,0.5784654256405571,0.6247426596918018
male,group E,associate's degree,free/reduced,completed,0.5908065021165637,0.5908065021165637,0.5494500469684043
male,group A,some high school,standard,completed,0.5418206103966686,0.5855158209125291,0.6029939051188732
male,group A,bachelor's degree,standard,none,0.6278240280827107,0.546288440020021,0.55444199882629
female,group B,associate's degree,standard,completed,0.5227793654091012,0.6202467047226625,0.5848040358813675
male,group D,bachelor's degree,standard,none,0.6224602930066444,0.5648250806912144,0.5417709957650424
male,group D,some high school,standard,none,0.5647108029989568,0.6102519967891953,0.5556025642409091
female,group C,some college,standard,completed,0.4881279580978547,0.6206198324387009,0.6136465758944458
female,group E,high school,free/reduced,completed,0.5231508921850065,0.586563121540765,0.618269236218644
male,group B,some college,free/reduced,none,0.5773502691896257,0.5773502691896257,0.5773502691896257
female,group B,associate's degree,standard,completed,0.4462432529228794,0.6291298319896333,0.6364452951523034
male,group D,associate's degree,free/reduced,none,0.5951987470341713,0.559126095698767,0.5771624213664691
male,group B,associate's degree,free/reduced,completed,0.6064266046810765,0.5768448190868777,0.5472630334926788
female,group E,some college,free/reduced,completed,0.5226258768261383,0.6132143621426689,0.5923093270696234
male,group B,master's degree,free/reduced,none,0.5508052322203321,0.5957689246464816,0.5845280015399442
male,group C,high school,standard,none,0.5845280015399442,0.5957689246464816,0.5508052322203321
female,group E,master's degree,standard,none,0.5305803328182268,0.6026344520898379,0.5960840776106006
female,group C,bachelor's degree,standard,completed,0.5616436526410908,0.5850454715011363,0.5850454715011363
male,group C,high school,free/reduced,completed,0.5921510500363641,0.5698057273934825,0.5698057273934825
female,group B,master's degree,free/reduced,completed,0.4700711588443807,0.6159553115891885,0.6321646618941672
female,group B,high school,standard,completed,0.5126129762500176,0.6256893680698744,0.5879972374632555
female,group C,some college,free/reduced,completed,0.5467975965222795,0.6120868617786711,0.5712810709934264
male,group A,high school,standard,completed,0.5694057457086129,0.5773141588434548,0.5852225719782966
male,group E,some high school,standard,none,0.6243952245169532,0.5845402101860838,0.5181151863013016
female,group D,some college,standard,none,0.555869579314116,0.6051238458356198,0.5699422268916885
female,group C,associate's degree,standard,none,0.5450920272407233,0.5797010448433089,0.6056578080452482
female,group C,bachelor's degree,free/reduced,completed,0.5010171570830242,0.5942296514240519,0.6291843368019374
female,group C,master's degree,standard,completed,0.5410711788802621,0.607870089853134,0.5811505254639853
female,group B,high school,free/reduced,completed,0.502020690511619,0.5893286366875528,0.6329826097755197
female,group C,associate's degree,standard,completed,0.5461700052687853,0.5923252169816404,0.5923252169816404
female,group B,master's degree,free/reduced,completed,0.48600253354643835,0.6542341797740516,0.5794645592284458
female,group D,some high school,standard,completed,0.5656289189839528,0.583122596890673,0.583122596890673
male,group C,master's degree,free/reduced,completed,0.5222638471173536,0.5728055097416136,0.6317707828032503
female,group C,some college,free/reduced,none,0.4474674297435536,0.6225633805127702,0.6420184861537942
female,group E,high school,standard,none,0.5888877111146444,0.5888877111146444,0.5535544484477657
female,group D,associate's degree,standard,none,0.5516006587773865,0.5855453147021488,0.5940314786833394
male,group C,some high school,free/reduced,completed,0.5329270308366366,0.6158267911890023,0.5802983224665599
male,group C,associate's degree,free/reduced,completed,0.5714299515291428,0.5890124115761933,0.5714299515291428
male,group E,high school,standard,none,0.6246760028446489,0.5934422027024164,0.5075492523112772
male,group D,some high school,standard,completed,0.5474947194930181,0.5828169594603096,0.6004780794439554
male,group B,some high school,free/reduced,none,0.5723621793778815,0.6200590276593716,0.5365895431667639
female,group C,bachelor's degree,standard,none,0.5283150991485338,0.6037886847411814,0.5969274496873044
female,group E,associate's degree,standard,none,0.5713910945587867,0.5627336537321384,0.5973634170387315
male,group D,some college,standard,completed,0.5527309271587066,0.6036403546601665,0.5745492532307609
female,group B,some high school,standard,none,0.559126095698767,0.5771624213664691,0.5951987470341713
male,group D,some college,standard,completed,0.6598572708022946,0.5313136466200294,0.5313136466200294
female,group C,master's degree,standard,completed,0.5000262570566021,0.6087276172862982,0.6159743746349445
male,group D,associate's degree,standard,none,0.6275002898458404,0.5657789498610036,0.5349182798685853
male,group C,some high school,free/reduced,completed,0.5284100048558238,0.6179710226279973,0.5821466155191279
male,group E,high school,free/reduced,none,0.5875719637626212,0.598255090376487,0.5448394573071579
female,group B,some college,free/reduced,none,0.507608480787256,0.597849988482768,0.6204103654066461
female,group B,bachelor's degree,free/reduced,none,0.5797534190061714,0.5871861551472761,0.5648879467239619
female,group C,associate's degree,standard,completed,0.48682553597373057,0.610348433161095,0.6248805387125497
female,group D,some college,free/reduced,none,0.5027593616933117,0.6265155122639731,0.5955764746213077
male,group C,associate's degree,standard,none,0.5550994467365863,0.6194588028799587,0.5550994467365863
female,group B,associate's degree,standard,none,0.5071126210070859,0.6138731727980512,0.6049764601488041
male,group C,some college,standard,none,0.708942101081275,0.49265468041241145,0.5046706482273483
male,group D,some high school,standard,completed,0.5743340900636287,0.5510502756015897,0.6053791760130139
male,group E,bachelor's degree,standard,none,0.6830487889390127,0.5164515233441316,0.5164515233441316
male,group E,high school,standard,completed,0.5917455361277674,0.5844400356817455,0.5552180338976582
female,group B,some college,free/reduced,none,0.5544510187422869,0.6068990880827734,0.5694361814109973
female,group B,some college,free/reduced,none,0.5422455551792965,0.5702927390678808,0.6170380455488547
male,group D,some high school,free/reduced,completed,0.5821916741327632,0.5749142782061036,0.5749142782061036
male,group C,some college,free/reduced,none,0.6688847930143017,0.5351078344114414,0.5159968403253185
female,group C,high school,free/reduced,none,0.4376900108667216,0.6461138255651604,0.6252714440953165
male,group C,associate's degree,free/reduced,completed,0.620937045608125,0.5277964887669062,0.5795412425675833
male,group E,high school,standard,completed,0.5811505254639853,0.607870089853134,0.5410711788802621
male,group B,some high school,standard,completed,0.6004597114708383,0.593311381572376,0.536124742384677
female,group E,associate's degree,free/reduced,completed,0.5592174321010565,0.5794301103697694,0.592905229215578
female,group C,high school,free/reduced,none,0.5101977399437682,0.6302442669893606,0.5852268193472634
male,group B,high school,free/reduced,none,0.5355950288257582,0.6248608669633845,0.5680553336030768
male,group B,some high school,standard,completed,0.6102136121529245,0.5601961029600617,0.5601961029600617
female,group D,high school,standard,completed,0.48675413298464837,0.5910585900527873,0.6432108185868568
male,group B,associate's degree,standard,none,0.6132998931457306,0.599201045027438,0.5146079563176821
female,group C,some high school,free/reduced,none,0.5221780459421504,0.6171195088407232,0.5886370699711514
male,group D,some high school,standard,none,0.6171101038584835,0.5740559105660312,0.5381774161556543
female,group B,associate's degree,standard,completed,0.4671810486460906,0.592960561743115,0.6558503182916272
female,group E,master's degree,free/reduced,none,0.5007113919034837,0.6231075099243352,0.6008536702841804
female,group C,some college,standard,none,0.5800230715926101,0.5800230715926101,0.5719671955982684
male,group D,high school,standard,none,0.6123370987018706,0.5371378058788339,0.5801088303491405
male,group A,some high school,free/reduced,none,0.5766855018198446,0.6106081783974825,0.5427628252422066
female,group C,some college,standard,completed,0.5499462969290327,0.5936920250938421,0.5874426353560123
male,group D,some college,standard,none,0.6371499656423288,0.5365473394882769,0.5533144438472856
male,group C,associate's degree,standard,none,0.6077408382807805,0.5681055662189906,0.5548938088650605
female,group B,bachelor's degree,standard,none,0.48898596709928976,0.6276536294110286,0.6057587353618067
male,group E,some high school,standard,none,0.6186210850284655,0.5850003738856141,0.5244830938284816
male,group C,bachelor's degree,standard,completed,0.5773223353642621,0.5703666445767409,0.5842780261517834
male,group D,associate's degree,standard,none,0.5970481769215393,0.5597326658639431,0.5746588702869816
male,group D,bachelor's degree,free/reduced,none,0.5565423142839859,0.58304432924989,0.5918783342385248
female,group D,some high school,standard,completed,0.5576402496603878,0.5227877340566136,0.6447715386698235
male,group B,some college,standard,none,0.5955681107385167,0.5735100325630161,0.5624809934752658
male,group C,associate's degree,standard,none,0.5961196035938425,0.5677329558036596,0.5677329558036596
male,group D,high school,free/reduced,completed,0.6102646561865904,0.5684657071327144,0.5517461275111639
female,group E,bachelor's degree,standard,none,0.5631848041273488,0.5843042342821244,0.5843042342821244
female,group D,high school,standard,none,0.5947694553520217,0.5522859228268774,0.5841485722207357
male,group E,some college,standard,none,0.6625032859987546,0.5726723319650252,0.4828413779312957
male,group D,some high school,standard,none,0.5955007196035044,0.587560710008791,0.547860662035224
male,group C,associate's degree,standard,none,0.6328147399255691,0.5658108262863912,0.5285864298201812
male,group E,associate's degree,standard,none,0.6427542700653714,0.5488688148872835,0.5344248987060392
female,group B,high school,standard,completed,0.5108992084956336,0.6166024930119717,0.5989852789259152
female,group B,high school,standard,none,0.5893283044199256,0.5802617151211575,0.5621285365236213
male,group C,high school,standard,none,0.6473842115864443,0.5712213631645097,0.5045788707953169
male,group A,some high school,standard,completed,0.5613165850550146,0.5852023971850152,0.5852023971850152
female,group D,some college,free/reduced,none,0.5175592532614895,0.6050340566296286,0.6050340566296286
female,group B,some high school,standard,completed,0.5183210553488161,0.6047078979069521,0.6047078979069521
male,group D,master's degree,standard,none,0.5965499862718936,0.5965499862718936,0.5368949876447042
male,group D,high school,standard,none,0.5918719032289095,0.5699507216278388,0.5699507216278388
female,group E,some college,standard,none,0.5226348258877564,0.6153603595130036,0.5900715776152089
female,group C,associate's degree,free/reduced,none,0.5399546277893907,0.6158857473222737,0.5737017920262276
male,group C,associate's degree,standard,completed,0.5823166078806457,0.5748510103437143,0.5748510103437143
female,group B,some college,standard,none,0.5431581462803191,0.5819551567289134,0.6052333629980698
female,group C,master's degree,free/reduced,completed,0.493515920627763,0.6149967626284432,0.6149967626284432
female,group C,some high school,free/reduced,completed,0.5018103216534993,0.6194221157910382,0.6037405432393663
male,group C,some college,standard,completed,0.579786258892202,0.579786258892202,0.5724471923239463
female,group C,some high school,free/reduced,none,0.5245161937053464,0.5960411292106209,0.6079619517948334
female,group E,high school,standard,none,0.6075792478128935,0.5707562630969606,0.552344770738994
male,group D,high school,standard,none,0.6059866212304574,0.5820660967082025,0.5421985558377777
male,group D,some high school,free/reduced,none,0.708942101081275,0.5046706482273483,0.49265468041241145
female,group C,bachelor's degree,standard,none,0.4956636472987321,0.5900757705937286,0.6372818322412269
female,group D,high school,standard,none,0.5476535443936333,0.5714645680629218,0.6111496075117359
female,group D,associate's degree,standard,completed,0.55398528395983,0.5791664332307314,0.5980522951839073
female,group E,some college,free/reduced,none,0.5663351563527708,0.6062179138424024,0.5583586048548443
male,group C,bachelor's degree,standard,none,0.6183679530728602,0.5645968267186985,0.5466731179339779
male,group C,some college,standard,none,0.6684352509300218,0.5647125395788115,0.4840393196389813
female,group D,associate's degree,free/reduced,none,0.5133623681389551,0.5788979896035025,0.6335110074906254
female,group D,some college,standard,none,0.5461220828534643,0.5881314738421923,0.596533352039938
male,group B,some college,standard,completed,0.6109785346671796,0.5901497209853439,0.5276632799398369
male,group C,bachelor's degree,standard,none,0.6135201301180775,0.5765610861350607,0.539602042152044
female,group C,some high school,standard,completed,0.544849406713804,0.5897193578549408,0.5961293508751032
female,group E,high school,standard,completed,0.5159779739470187,0.5509595315027489,0.6559042041699391
female,group C,some high school,free/reduced,none,0.48419902802500386,0.640632560156159,0.5959372652615432
male,group B,bachelor's degree,free/reduced,none,0.6744818232508947,0.5174107137267137,0.5266501907575479
male,group D,high school,standard,none,0.6212976088017418,0.609575012409256,0.49234904848439914
male,group D,high school,standard,none,0.5605328286356454,0.5979016838780218,0.5729891137164375
female,group D,bachelor's degree,free/reduced,none,0.534888253753068,0.5788516718697586,0.6154878536336673
female,group D,some college,free/reduced,completed,0.5358049517616629,0.5970398033915671,0.5970398033915671
female,group B,some high school,standard,none,0.49438915761935603,0.6146459797429832,0.6146459797429832
male,group B,associate's degree,standard,completed,0.5726276660276247,0.5796971433859904,0.5796971433859904
male,group E,associate's degree,standard,completed,0.6277429652914001,0.5306693108648949,0.569498772635497
female,group B,some high school,standard,none,0.4843640678505486,0.6434089856522213,0.5928037845335072
male,group B,bachelor's degree,free/reduced,none,0.6359968824402781,0.5420427975343279,0.5492700348347856
male,group E,some high school,standard,completed,0.5798495266162328,0.5723190132835545,0.5798495266162328
male,group C,associate's degree,standard,none,0.6144235834253768,0.5659164584181102,0.5497474167490214
male,group D,some high school,standard,none,0.6477894763530501,0.5498678113229378,0.5272705040082966
male,group C,some high school,standard,completed,0.605713231764649,0.576869744537761,0.5480262573108728
female,group E,bachelor's degree,standard,none,0.5275841942488549,0.5925176335410217,0.6087509933640634
male,group D,high school,free/reduced,completed,0.5748206032321556,0.5674511083189229,0.5895595930586212
male,group B,associate's degree,free/reduced,none,0.6133381549210087,0.567566650822426,0.5492580491829929
male,group A,some high school,standard,completed,0.6121916401925492,0.5456490706064026,0.5722660984408612
male,group E,associate's degree,standard,completed,0.5770069829026968,0.6013875596450643,0.5526264061603293
male,group C,high school,free/reduced,completed,0.507346289431841,0.5834482328466172,0.6341828617898012
male,group D,associate's degree,free/reduced,none,0.6167567121055947,0.5961981550354082,0.5139639267546622
male,group A,some college,free/reduced,completed,0.5844758303396057,0.5628285773640648,0.5844758303396057
male,group D,some high school,free/reduced,none,0.5984600307503123,0.5770864582235155,0.5557128856967185
female,group C,associate's degree,standard,completed,0.49792455589196655,0.6242636223123162,0.6019684929440192
male,group B,associate's degree,standard,none,0.6271472455890649,0.5957898833096116,0.5017177964712518
female,group C,associate's degree,standard,completed,0.5517167103830027,0.5591723416043947,0.61881739137553
male,group A,some college,standard,none,0.5829274735068396,0.566031024999395,0.5829274735068396
male,group E,some college,standard,completed,0.6399628609005992,0.5623916050338599,0.5236059771004903
male,group C,some high school,standard,none,0.5993367415410829,0.6110884423556139,0.5170748358393656
female,group B,associate's degree,free/reduced,none,0.4771290808769277,0.6391729196653182,0.6031631777123425
female,group D,high school,free/reduced,none,0.5361037493521452,0.623630892103516,0.5689264278839092
female,group B,associate's degree,standard,none,0.5517493148920638,0.5744239442711897,0.6046567834433576
male,group B,bachelor's degree,standard,none,0.6235022213916493,0.5668202012651358,0.538479191201879
male,group D,bachelor's degree,standard,completed,0.5914169744878199,0.5384542603545823,0.6002440935100262
female,group C,associate's degree,free/reduced,completed,0.5773086538604053,0.5688188207153994,0.5857984870054113
female,group C,bachelor's degree,standard,completed,0.5134901857710618,0.5570063032092873,0.6527417615733836
male,group C,high school,standard,none,0.6083281459598395,0.5654881356809776,0.5569201336252052
female,group D,master's degree,standard,completed,0.532187433354908,0.5667450588974345,0.6289487848739822
male,group C,associate's degree,standard,none,0.6159650141092414,0.5343310965766913,0.5788586879580823
male,group B,bachelor's degree,standard,none,0.5368559988651863,0.6050281891972734,0.5879851416142516
female,group D,associate's degree,free/reduced,none,0.5261057786980897,0.6106584931317113,0.591869001035351
female,group C,high school,free/reduced,completed,0.5023838371674298,0.5923630318839845,0.6298543630158823
female,group E,high school,standard,none,0.5403940693435717,0.6196518661806288,0.5692150863752289
female,group C,some college,standard,none,0.5291733569716986,0.6037048157001069,0.5962516698272661
female,group C,some high school,free/reduced,none,0.4976171962250101,0.6133421255796636,0.6133421255796636
female,group C,high school,free/reduced,none,0.5456490706064026,0.6121916401925492,0.5722660984408612
female,group C,some college,standard,none,0.533097299136449,0.5851067917351269,0.6111115380344659
